iter	Logloss
217	0.05671409965
218	0.05644060969
219	0.05606435537
220	0.05579499006
221	0.05552009344
222	0.05508409739
223	0.05485954881
224	0.05448855162
225	0.05403161049
226	0.05354316235
227	0.05319043398
228	0.05286634564
229	0.05248216391
230	0.05217074156
231	0.05191320181
232	0.05157750845
233	0.05133183002
234	0.05095560551
235	0.05068044662
236	0.05038187504
237	0.05011837482
238	0.04975748658
239	0.04947241843
240	0.04920378327
241	0.04895912111
242	0.04862394333
243	0.04833896756
244	0.04801221788
245	0.04773920178
246	0.04739823937
247	0.04710531831
248	0.04687908888
249	0.04667165577
250	0.0464363575
251	0.04624811411
252	0.04599578679
253	0.04586586356
254	0.04556230307
255	0.04536073506
256	0.04517483711
257	0.04487865269
258	0.04469037652
259	0.04444807768
260	0.04428665638
261	0.04411100149
262	0.04389609694
263	0.04364441037
264	0.04326893091
265	0.04303433299
266	0.0428164959
267	0.04262126982
268	0.04241118431
269	0.04229946733
270	0.04209558368
271	0.04189471006
272	0.0416369915
273	0.04137627184
274	0.04119377732
275	0.04100289345
276	0.04086170197
277	0.0406632334
278	0.04035461843
279	0.04021117687
280	0.04003475308
281	0.03983443379
282	0.03963367939
283	0.0394248724
284	0.03933186531
285	0.0391410768
286	0.03891209662
287	0.03874830902
288	0.03851893544
289	0.03829462528
290	0.03804596066
291	0.03789817095
292	0.037677598
293	0.03753657639
294	0.03730889261
295	0.03714630008
296	0.03697544336
297	0.03664553165
298	0.03642761111
299	0.03625629544
300	0.03608865142
301	0.03593481183
302	0.03573194742
303	0.03561061025
304	0.035438025
305	0.03528738916
306	0.0350617975
307	0.03486636281
308	0.03472386003
309	0.03461153507
310	0.03440020084
311	0.034223032
312	0.03405338526
313	0.03389205933
314	0.03368592858
315	0.03353550434
316	0.03335149884
317	0.03319876492
318	0.0330514133
319	0.03290461898
320	0.03271226585
321	0.03255479932
322	0.03237520158
323	0.03225595057
324	0.03215990067
325	0.03201308846
326	0.03191040456
327	0.03180209398
328	0.03163932264
329	0.03148681521
330	0.03136892021
331	0.03118983507
332	0.03106712401
333	0.03090710342
334	0.03074565232
335	0.03054072857
336	0.03040444255
337	0.03024756014
338	0.03015315235
339	0.02998275757
340	0.02983584702
341	0.02970909476
342	0.02957969308
343	0.02951129079
344	0.02935970128
345	0.02924810648
346	0.02912191749
347	0.02901933789
348	0.02890867889
349	0.02877194285
350	0.02865226865
351	0.02851745784
352	0.0283963263
353	0.02830551863
354	0.0281370163
355	0.02798079848
356	0.02784993052
357	0.02763514221
358	0.02753092945
359	0.02736908793
360	0.0272161603
361	0.02712116241
362	0.02699593008
363	0.02693003714
364	0.02682935894
365	0.02670219839
366	0.02657777369
367	0.02646509707
368	0.02636464834
369	0.02624046206
370	0.02621927857
371	0.02612680197
372	0.02599141598
373	0.02586852908
374	0.02577286959
375	0.02570005059
376	0.02552499771
377	0.02539746165
378	0.02531231046
379	0.02521232069
380	0.02510485649
381	0.02500709295
382	0.02489997
383	0.0247796312
384	0.02469521314
385	0.02458495647
386	0.02451040149
387	0.02441206276
388	0.02433380634
389	0.02419517487
390	0.02409954369
391	0.0239893645
392	0.02386007756
393	0.02376850098
394	0.02369528264
395	0.02355933487
396	0.02343116254
397	0.02333539724
398	0.02324788719
399	0.0231778115
